measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,7,10-14 years,567,Depressive disorders,1,Number,2021,10954.115903582544,16280.614780948858,6789.911455148991
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,7,10-14 years,567,Depressive disorders,2,Percent,2021,0.00750861089302,0.0110154009563312,0.0047245613088944
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,7,10-14 years,567,Depressive disorders,3,Rate,2021,650.27096980449,966.4687918044101,403.07062164481
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2021,43144.37061791915,60572.21040663269,30800.211335820888
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2021,0.0230696927832408,0.0323364755540031,0.0164893529765558
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2021,2223.01609108896,3120.98650364471,1586.9825988383602
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,10,25-29 years,567,Depressive disorders,1,Number,2021,55296.315938285625,72464.39957043307,41017.01590612104
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,10,25-29 years,567,Depressive disorders,2,Percent,2021,0.0262899151032833,0.0343706865505456,0.0195759274777858
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,10,25-29 years,567,Depressive disorders,3,Rate,2021,2554.9064787870902,3348.13921691536,1895.1468628763498
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,11,30-34 years,567,Depressive disorders,1,Number,2021,62369.80616463479,81098.47945691668,48335.59137713173
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,11,30-34 years,567,Depressive disorders,2,Percent,2021,0.0302020440427785,0.0393256343617716,0.0233827600135533
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,11,30-34 years,567,Depressive disorders,3,Rate,2021,2955.3060705559997,3842.73807135521,2290.3144230348603
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,12,35-39 years,567,Depressive disorders,1,Number,2021,70442.23028608238,92593.09511470018,53379.16808586996
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,12,35-39 years,567,Depressive disorders,2,Percent,2021,0.0355452486652738,0.0467110537558872,0.0269855386303847
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,12,35-39 years,567,Depressive disorders,3,Rate,2021,3497.2323707065602,4596.95225752981,2650.10567940768
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,13,40-44 years,567,Depressive disorders,1,Number,2021,76224.78622984534,103574.74596352404,55701.878141785455
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,13,40-44 years,567,Depressive disorders,2,Percent,2021,0.0417218721627112,0.0566862842398656,0.0305039200470177
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,13,40-44 years,567,Depressive disorders,3,Rate,2021,4127.34476266478,5608.2634854213,3016.09051845492
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,14,45-49 years,567,Depressive disorders,1,Number,2021,90994.44131257516,118548.92757828164,68903.58462338269
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,14,45-49 years,567,Depressive disorders,2,Percent,2021,0.0476161168221871,0.0619873471463445,0.0360712105075875
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,14,45-49 years,567,Depressive disorders,3,Rate,2021,4727.68750602006,6159.30243297691,3579.93973527418
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,15,50-54 years,567,Depressive disorders,1,Number,2021,112516.97544631548,140489.8452377193,88910.46958646693
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,15,50-54 years,567,Depressive disorders,2,Percent,2021,0.0524793039296976,0.065551570029125,0.0414252987444748
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,15,50-54 years,567,Depressive disorders,3,Rate,2021,5226.32506547065,6525.64287919658,4129.82142418346
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,23,5-14 years,567,Depressive disorders,1,Number,2021,12250.329696429886,17945.030142914453,7748.523927503902
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,23,5-14 years,567,Depressive disorders,2,Percent,2021,0.0044198723167871,0.0063838398911519,0.0027776460017645
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,23,5-14 years,567,Depressive disorders,3,Rate,2021,375.70836019066,550.3605221769,237.64137707648
5,Prevalence,6,China,3,Both,7,10-14 years,567,Depressive disorders,1,Number,2021,435050.3265550234,583100.3146513929,301632.0237803208
5,Prevalence,6,China,3,Both,7,10-14 years,567,Depressive disorders,2,Percent,2021,0.0058511374610617,0.0078203826293135,0.0040553001122152
5,Prevalence,6,China,3,Both,7,10-14 years,567,Depressive disorders,3,Rate,2021,504.74000923738004,676.5057747088999,349.94974414739
5,Prevalence,6,China,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2021,1504822.6056182643,1953959.7659952603,1155554.5012344464
5,Prevalence,6,China,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2021,0.021397972270264,0.027857217245998,0.0163784732818511
5,Prevalence,6,China,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2021,2056.49460707019,2670.28665451928,1579.18387927723
5,Prevalence,6,China,3,Both,10,25-29 years,567,Depressive disorders,1,Number,2021,2145435.0631742524,2598606.00602375,1731682.253032667
5,Prevalence,6,China,3,Both,10,25-29 years,567,Depressive disorders,2,Percent,2021,0.0254282078788374,0.0308770915928012,0.0205425526494604
5,Prevalence,6,China,3,Both,10,25-29 years,567,Depressive disorders,3,Rate,2021,2480.78594873946,3004.79160460617,2002.3598358875302
5,Prevalence,6,China,3,Both,11,30-34 years,567,Depressive disorders,1,Number,2021,3612180.649027493,4310275.469476171,2996018.7770444723
5,Prevalence,6,China,3,Both,11,30-34 years,567,Depressive disorders,2,Percent,2021,0.0303124023943135,0.0361394255937753,0.0251544323184267
5,Prevalence,6,China,3,Both,11,30-34 years,567,Depressive disorders,3,Rate,2021,2981.49638529965,3557.7043289207704,2472.91595353983
5,Prevalence,6,China,3,Both,12,35-39 years,567,Depressive disorders,1,Number,2021,3784124.088090962,4520004.278758912,3144191.7379035
5,Prevalence,6,China,3,Both,12,35-39 years,567,Depressive disorders,2,Percent,2021,0.0361085271901863,0.0430785720024556,0.0299674061993299
5,Prevalence,6,China,3,Both,12,35-39 years,567,Depressive disorders,3,Rate,2021,3571.16631172454,4265.63364027999,2967.2472018929498
5,Prevalence,6,China,3,Both,13,40-44 years,567,Depressive disorders,1,Number,2021,3889437.5706716,4754474.273506172,3139892.9815934664
5,Prevalence,6,China,3,Both,13,40-44 years,567,Depressive disorders,2,Percent,2021,0.0427891406329491,0.0523551858632991,0.0344963136942508
5,Prevalence,6,China,3,Both,13,40-44 years,567,Depressive disorders,3,Rate,2021,4249.18715541948,5194.2345510552395,3430.3141995090295
5,Prevalence,6,China,3,Both,14,45-49 years,567,Depressive disorders,1,Number,2021,5476283.726089527,6499622.568008013,4572545.581038576
5,Prevalence,6,China,3,Both,14,45-49 years,567,Depressive disorders,2,Percent,2021,0.04985088211418,0.05911930246454,0.0416082035931068
5,Prevalence,6,China,3,Both,14,45-49 years,567,Depressive disorders,3,Rate,2021,4963.9287912665895,5891.525204217231,4144.74336874874
5,Prevalence,6,China,3,Both,15,50-54 years,567,Depressive disorders,1,Number,2021,6742638.198627995,7882550.1444108,5769735.863981117
5,Prevalence,6,China,3,Both,15,50-54 years,567,Depressive disorders,2,Percent,2021,0.055918034169272,0.0653485950759404,0.0478582126904132
5,Prevalence,6,China,3,Both,15,50-54 years,567,Depressive disorders,3,Rate,2021,5578.92778204511,6522.1025804062,4773.93844343837
5,Prevalence,6,China,3,Both,23,5-14 years,567,Depressive disorders,1,Number,2021,493160.6706204372,653692.4928208736,348505.0856941275
5,Prevalence,6,China,3,Both,23,5-14 years,567,Depressive disorders,2,Percent,2021,0.0032119935787744,0.0042610308615493,0.0022611196802462
5,Prevalence,6,China,3,Both,23,5-14 years,567,Depressive disorders,3,Rate,2021,271.02198453717,359.24405013579,191.52488341637
5,Prevalence,16,Philippines,3,Both,7,10-14 years,567,Depressive disorders,1,Number,2021,123724.50947486954,174810.37676393677,81031.94254651543
5,Prevalence,16,Philippines,3,Both,7,10-14 years,567,Depressive disorders,2,Percent,2021,0.0117168813452158,0.0165846547683912,0.007697572231207
5,Prevalence,16,Philippines,3,Both,7,10-14 years,567,Depressive disorders,3,Rate,2021,1088.58551738425,1538.06262996224,712.95654738131
5,Prevalence,16,Philippines,3,Both,9,20-24 years,567,Depressive disorders,1,Number,2021,405668.2133276463,562250.9326824292,294321.2250925945
5,Prevalence,16,Philippines,3,Both,9,20-24 years,567,Depressive disorders,2,Percent,2021,0.0399946716295899,0.0554965497305837,0.0290052122907321
5,Prevalence,16,Philippines,3,Both,9,20-24 years,567,Depressive disorders,3,Rate,2021,3918.91084197599,5431.560086815701,2843.25614417179
5,Prevalence,16,Philippines,3,Both,10,25-29 years,567,Depressive disorders,1,Number,2021,392295.2964008576,490802.1547834312,314396.97228685254
5,Prevalence,16,Philippines,3,Both,10,25-29 years,567,Depressive disorders,2,Percent,2021,0.0405647604251052,0.0506289749977459,0.032534610107588
